,repo,os,days_needed_to_remove_min,days_needed_to_remove_max,introducing_commit_id_first,introducing_commit_id_last,non_performance_candidate_commit_id,commiter_fixing_date,releases_pre_fixing_commit,issues_pre_fixing_commit,open_issues_pre_fixing_commit,closed_issues_pre_fixing_commit,mean_code_frequency_addition,median_code_frequency_addition,mean_code_frequency_deletion,median_code_frequency_deletion,patch_total_modifications,patch_total_deletions,patch_total_additions,Main Language,LOC,Contributors,age_pre_fixing
127,https://github.com/osmandapp/Osmand,android,0,1077,7bc162a878,d99692e429,e8e6ca2854,2016-03-31T09:04:00Z,0,2397,53,2344,7083.335165,4117.5,4659.17033,2048.5,88,46,42,Java,322210,56,2167
128,https://github.com/osmandapp/Osmand,android,23,23,496565d1d3,496565d1d3,3bc4414a85,2016-09-16T08:35:45Z,0,3086,133,2953,7038.303797,4227.5,4927.651899,2075.5,29,11,18,Java,393515,56,2336
129,https://github.com/osmandapp/Osmand,android,6,6,4652763b95,4652763b95,71d2137a06,2016-07-20T17:56:12Z,0,2845,104,2741,6944.108434,4227.5,4788.36747,2075.5,20,13,7,Java,372093,56,2278
130,https://github.com/osmandapp/Osmand,android,9,563,ccdb7294f5,8f96cdf1cd,174a9fd960,2012-11-19T22:11:57Z,0,364,0,364,6758.333333,3548,5529.747899,1844,78,34,44,Java,281836,56,939
131,https://github.com/osmandapp/Osmand,android,34,152,cd15a3b4a4,6b57c14326,f68d526bd2,2012-11-13T00:49:40Z,0,348,0,348,6747.432961,3540,5516.773743,1841,11,4,7,Java,280440,56,933
132,https://github.com/osmandapp/Osmand,android,62,435,4675cff6e6,b031026cc3,09e1c6589a,2013-09-02T22:44:31Z,0,527,0,527,6555.541139,3811,4680.28481,1871,91,48,43,Java,182766,56,1226
133,https://github.com/osmandapp/Osmand,android,144,144,bbfe2f7889,bbfe2f7889,4be2bf814f,2012-04-20T17:07:58Z,0,229,0,229,7566.409794,3694.5,6126.873711,1984,2,1,1,Java,186980,56,726
134,https://github.com/osmandapp/Osmand,android,114,196,f14194558d,129bdce53c,562447dc42,2012-03-20T01:01:15Z,0,200,0,200,7523.770408,3718.5,6087.617347,2004.5,8,3,5,Java,184042,56,695
135,https://github.com/owncloud/android,android,0,50,65523409c,3113c4590,15a2d8b8e,2012-07-09T07:23:42Z,0,0,0,0,2156.99734,708.5,1876.396277,396,9,3,6,Java,10233,4,330
136,https://github.com/QuantumBadger/RedReader,android,440,440,0304ae9,0304ae9,92393f2,2015-06-07T09:36:48Z,43,223,52,171,250.0178571,4.5,122.0357143,1,2,1,1,Java,25423,17,798
137,https://github.com/QuantumBadger/RedReader,android,410,788,fbe2668,df361fe,9055497,2015-06-02T20:07:00Z,43,222,52,170,248.9555556,5,121.5422222,1,73,8,65,Java,25473,17,793
138,https://github.com/QuantumBadger/RedReader,android,104,485,fbe2668,d8f0114,ddeda09,2014-08-03T13:03:36Z,32,154,41,113,260.7910448,7,129.9253731,1,85,60,25,Java,20902,17,490
139,https://github.com/QuantumBadger/RedReader,android,103,131,29e4b27,5bd56e5,12afdee,2014-08-02T08:25:50Z,32,153,41,112,263.33829,7,130.0594796,1,31,6,25,Java,20901,17,489
140,https://github.com/siacs/Conversations,android,257,257,e2f50ab8,e2f50ab8,b0c19d6b,2015-08-30T09:24:37Z,72,1376,30,1346,715.0471698,370.5,461.7169811,141,15,1,14,Java,43953,34,588
141,https://github.com/siacs/Conversations,android,6,6,a577ec7c,a577ec7c,a4e9f0c9,2015-06-04T14:26:51Z,56,1243,25,1218,737.1777778,408,468.1555556,161,4,2,2,Java,38934,34,501
142,https://github.com/siacs/Conversations,android,1,17,35f8ab58,c6440aab,cfc74e7c,2014-02-10T14:24:34Z,0,0,0,0,1132.829352,513,676.2081911,205,182,55,127,Java,4753,1,22
143,https://github.com/siacs/Conversations,android,37,211,8023210,1ac5be48,3d88ffc5,2014-10-08T10:21:58Z,27,526,6,520,1028.189189,450,615.4015444,165,7,2,5,Java,22692,34,262
144,https://github.com/siacs/Conversations,android,21,21,07e68730,07e68730,2b941d19,2014-09-03T13:39:35Z,24,417,6,411,1032.954545,456.5,617.5340909,175,12,4,8,Java,20067,34,227
145,https://github.com/SimpleMobileTools/Simple-Calendar,android,285,290,b7b77cf5,f490ddf1,3147be1d,2017-08-04T12:46:47Z,86,196,18,178,533.6517857,157.5,436.6071429,68.5,401,30,371,Kotlin,16009,26,558
146,https://github.com/tasks/tasks,android,15,63,8c9ed942f,056cbe549,927ea5403,2012-04-25T19:24:28Z,50,0,0,0,3177.909561,310,4125.408269,234,28,8,20,Java,306025,24,1221
147,https://github.com/tasks/tasks,android,132,301,d443ff850,f125bf24e,b5f525936,2012-04-24T21:04:28Z,50,0,0,0,3177.909561,310,4125.408269,234,24,4,20,Java,306050,24,1220
148,https://github.com/tasks/tasks,android,14,69,c6e0f746b,d0460079b,e5d30775a,2012-04-17T21:26:45Z,50,0,0,0,3174.324742,318.5,4116.739691,243,66,21,45,Java,305811,24,1213
149,https://github.com/tasks/tasks,android,79,79,e70d7e4cc,e70d7e4cc,8564e37b4,2012-04-17T20:38:23Z,50,0,0,0,3174.324742,318.5,4116.739691,243,2,1,1,Java,305798,24,1213
150,https://github.com/tasks/tasks,android,597,653,aa6f01e73,c16e24ca5,3956b340d,2012-05-18T23:45:42Z,52,0,0,0,2986.802083,309,4073.854167,230.5,14,7,7,Java,304716,25,1244
151,https://github.com/tasks/tasks,android,110,272,b9b8e47cd,282c619cf,d1b9a83b4,2012-05-17T00:59:51Z,50,0,0,0,2986.802083,309,4073.854167,230.5,20,13,7,Java,304612,25,1243
152,https://github.com/tasks/tasks,android,0,711,3e2897223,cd813a41d,e8b25e8fd,2013-01-18T23:28:37Z,73,0,0,0,2768.610315,246,4113.094556,161,70,7,63,Java,371177,25,1489
153,https://github.com/tasks/tasks,android,7,7,ecbce2bc5,ecbce2bc5,4fc58c8bb,2013-01-17T21:56:22Z,72,0,0,0,2768.610315,246,4113.094556,161,2,1,1,Java,371027,25,1488
154,https://github.com/tasks/tasks,android,3,18,4cda12b55,c5b92dcd9,836429d70,2010-05-06T05:49:43Z,0,0,0,0,5918.357143,506.5,5823.961224,312,291,88,203,Java,8355,1,501
155,https://github.com/tasks/tasks,android,10,181,94a57ce75,625434893,d07c00731,2011-07-19T20:05:12Z,37,0,0,0,4440.496487,413,4961.266979,285,77,22,55,Java,146412,18,940
156,https://github.com/TheAndroidMaster/Status,android,0,74,0f14aac,6efb260,1b9ed03,2016-09-18T18:18:37Z,14,0,0,0,161.2292994,0,109.0127389,0,324,35,289,Java,10807,2,77
157,https://github.com/TheAndroidMaster/Status,android,0,147,6435d1a,3260665,1f1cfb4,2016-12-03T17:29:51Z,20,0,0,0,139.9387755,0,103.1360544,0,27,8,19,Java,13608,3,153
158,https://github.com/theScrabi/NewPipe,android,32,49,73d61f17,2489c6c3,72e08c04,2015-10-23T21:08:01Z,5,57,0,57,1127.453659,549,726.3902439,311,264,42,222,Java,3586,8,54
159,https://github.com/ukanth/afwall,android,20,876,07dc411b,63bfae25,5d0c064d,2016-01-18T16:01:48Z,35,482,38,444,498.0520833,11,322.3072917,4.5,67,22,45,Java,30304,11,1184
160,https://github.com/ukanth/afwall,android,0,487,9b3d3127,e8b55572,0e323c1b,2015-09-25T14:47:21Z,32,433,32,401,470.645933,11,313.9760766,4,12,7,5,Java,31573,11,1069
161,https://github.com/ukanth/afwall,android,194,194,09f26214,09f26214,82c629b2,2015-09-11T17:28:16Z,31,424,28,396,469.1800948,15,312.7251185,5,2,1,1,Java,31386,11,1055
162,https://github.com/ukanth/afwall,android,25,910,af957672,58baea5d,2c0c32e9,2015-08-27T18:47:32Z,30,416,28,388,473.971831,15,336.1032864,5,188,85,103,Java,32775,11,1040
163,https://github.com/ukanth/afwall,android,16,873,47a9b692,8a6bf734,ecf9d8cb,2015-03-21T17:54:01Z,28,356,25,331,490.0847458,19,353.5,9,92,45,47,Java,29609,11,881
164,https://github.com/ukanth/afwall,android,0,501,1a84f880,b15c31f0,93b65ba8,2014-11-19T19:03:39Z,28,326,22,304,470.312253,11,330.6245059,4,15786,15766,20,Java,27471,11,759
165,https://github.com/ukanth/afwall,android,4,261,b15c31f0,da2d7674,762a70cb,2015-08-08T14:57:21Z,29,402,28,374,472.4074074,17,334.1990741,7,10,5,5,Java,32731,11,1021
166,https://github.com/ukanth/afwall,android,424,424,128be61a,128be61a,323cd254,2015-08-03T03:35:11Z,28,393,27,366,472.4074074,17,334.1990741,7,41,5,36,Java,32683,11,1016
167,https://github.com/ukanth/afwall,android,19,660,47a9b692,8c827e53,261a7b59,2014-08-21T02:47:44Z,28,309,18,291,658.462406,5.5,535.1804511,3,245,98,147,Java,28280,11,669
168,https://github.com/WhisperSystems/Signal-Android,android,169,383,0a8c62e0e,8f6590b73,37a52df4e,2014-02-26T20:31:56Z,42,789,0,789,4687.178694,1152,4229.817869,453,30,10,20,Java,62255,29,801
169,https://github.com/WhisperSystems/Signal-Android,android,90,90,44092a3ef,44092a3ef,559228af5,2014-02-24T22:19:43Z,40,623,0,623,4687.178694,1152,4229.817869,453,2,1,1,Java,61571,29,799
170,https://github.com/WhisperSystems/Signal-Android,android,0,0,db9656c70,db9656c70,900cbce84,2015-06-29T23:06:59Z,111,3483,2,3481,5207.39819,1049,4567.294118,418,13,5,8,Java,79467,29,1289
171,https://github.com/WhisperSystems/Signal-Android,android,414,1105,bbea3fe1b,c38a8aa69,e277f9f6d,2014-12-29T19:43:10Z,62,2265,0,2265,4880.825911,1152,4447.955466,447,6,2,4,Java,72054,29,1107
172,https://github.com/WhisperSystems/Signal-Android,android,0,114,819982af7,9a6f65988,d9d4ec9d9,2014-11-12T23:29:58Z,58,2082,0,2082,4855.744094,1141.5,4514.393701,461.5,47,15,32,Java,94244,29,1060
173,https://github.com/WhisperSystems/Signal-Android,android,89,185,d902c1294,27b5bf54c,e7b6a852c,2014-10-24T00:11:46Z,57,2024,0,2024,4967.019455,1152,4616.463035,463,60,29,31,Java,92406,29,1041
174,https://github.com/WhisperSystems/Signal-Android,android,0,583,a7cc47d25,aab34e491,da344a021,2014-02-24T01:11:10Z,39,600,0,600,4687.178694,1152,4229.817869,453,34,15,19,Java,59908,29,799
175,https://github.com/WhisperSystems/Signal-Android,android,3,3,9614dc905,9614dc905,aab34e491,2014-02-24T00:04:09Z,39,600,0,600,4687.178694,1152,4229.817869,453,29,14,15,Java,59904,29,799
176,https://github.com/WhisperSystems/Signal-Android,android,0,4,bb4a4d33c,948f88867,fb75d90ed,2014-02-18T06:04:08Z,39,593,0,593,4691.773973,1154.5,4221.294521,456.5,36,19,17,Java,58367,29,793
177,https://github.com/wordpress-mobile/WordPress-Android,android,490,720,dbf7750a8f,5ca0570a83,213e06c863,2015-09-09T23:11:18Z,84,3159,2,3157,5589.033175,3609,4519.417062,2294,76,30,46,Java,128152,68,2194
178,https://github.com/wordpress-mobile/WordPress-Android,android,20,20,dcedfab493,dcedfab493,24d9181c8a,2015-08-25T19:11:05Z,81,3096,2,3094,5559.431925,3601,4487.258216,2287,38,15,23,Java,127735,68,2179
179,https://github.com/wordpress-mobile/WordPress-Android,android,169,169,41e3b451b9,41e3b451b9,f6c04a799f,2014-07-30T22:39:28Z,50,1686,2,1684,5217.710037,3274,4258.695167,2294,4,1,3,Java,106177,48,1788
180,https://github.com/wordpress-mobile/WordPress-Android,android,0,0,899c4a97c1,899c4a97c1,b675c60224,2014-07-26T00:44:27Z,50,1669,2,1667,5262.674074,3291.5,4320.774074,2297.5,2,1,1,Java,105829,48,1784
181,https://github.com/wordpress-mobile/WordPress-Android,android,44,44,65863e83d2,65863e83d2,abb2ebcf74,2015-07-21T16:59:25Z,80,2996,2,2994,5496.004587,3512,4427.862385,2268,2,1,1,Java,123829,67,2144
182,https://github.com/wordpress-mobile/WordPress-Android,android,26,26,04c8298773,04c8298773,53ef0f9ee1,2015-07-20T19:44:15Z,79,2992,2,2990,5496.004587,3512,4427.862385,2268,2,1,1,Java,123726,67,2143
183,https://github.com/wordpress-mobile/WordPress-Android,android,0,146,dbf7750a8f,5e6fffab48,ae82ee5b6e,2014-02-13T11:08:42Z,29,850,2,848,5586.617747,3419,4687.798635,2414,212,90,122,Java,68644,43,1621
184,https://github.com/wordpress-mobile/WordPress-Android,android,8,32,07413a67c0,2223ee0ccc,fe319d271b,2013-12-27T21:30:04Z,25,591,2,589,5663.72,3470.5,4775.126667,2446.5,3,2,1,Java,69486,40,1573
185,https://github.com/wordpress-mobile/WordPress-Android,android,22,23,08bc738b4b,1e54351e01,e2d2aa6299,2013-12-05T16:08:09Z,24,401,2,399,5627.069307,3447,4752.016502,2442,51,16,35,Java,72368,39,1551
186,https://github.com/wordpress-mobile/WordPress-Android,android,244,482,5e8b03d8d6,91ee66e105,9eb5221c37,2015-05-06T19:29:24Z,73,2637,2,2635,5418.100437,3447,4405.423581,2294,28,5,23,Java,124228,67,2068
187,https://github.com/wordpress-mobile/WordPress-Android,android,96,144,6ba2a98733,c294c238e5,d5b3f03968,2015-08-25T17:36:01Z,81,3095,2,3093,5559.431925,3601,4487.258216,2287,12,5,7,Java,126705,68,2179
188,https://github.com/wordpress-mobile/WordPress-Android,android,16,16,d76785f64a,d76785f64a,fe9346ec0e,2015-08-22T00:16:00Z,81,3088,2,3086,5543.626168,3579.5,4474.775701,2280,6,4,2,Java,127403,68,2176
189,https://github.com/wordpress-mobile/WordPress-Android,android,0,301,c239840948,9e29a0fd88,4980f055da,2014-01-24T06:13:38Z,28,711,2,709,5592.878378,3456.5,4681.378378,2440,114,56,58,Java,63991,41,1601
190,https://github.com/wordpress-mobile/WordPress-Android,android,26,319,48a5f18a26,f8155d9fe8,7f5181f0d0,2014-01-21T15:18:46Z,27,688,2,686,5592.878378,3456.5,4681.378378,2440,87,46,41,Java,66048,41,1598
191,https://github.com/wordpress-mobile/WordPress-Android,android,459,459,58c948d79f,58c948d79f,acdcfdfb5a,2015-02-25T02:03:10Z,69,2369,2,2367,5330.359833,3447,4302.121339,2287,29,1,28,Java,116497,61,1998
192,https://github.com/wordpress-mobile/WordPress-Android,android,77,77,8aa77d2a50,8aa77d2a50,7db6780bc4,2013-12-05T00:51:05Z,24,399,2,397,5627.069307,3447,4752.016502,2442,30,18,12,Java,72104,39,1551
193,https://github.com/wordpress-mobile/WordPress-Android,android,14,14,86c054f958,86c054f958,102c9b9752,2013-11-26T16:16:57Z,24,370,2,368,5618.25,3433,4766.069079,2446.5,17,5,12,Java,71053,39,1542
194,https://github.com/wordpress-mobile/WordPress-Android,android,116,116,5069428a33,5069428a33,370775c234,2012-05-01T19:47:45Z,6,0,0,0,4883.953368,2939.5,4049.88342,2050.5,8,2,6,Java,35275,9,968
195,https://github.com/wordpress-mobile/WordPress-Android,android,82,82,f1ad283219,f1ad283219,c58ffbd952,2012-04-19T10:40:05Z,6,0,0,0,4859.095361,2918,4029.262887,2023.5,4,4,0,Java,35246,9,956
196,https://github.com/wordpress-mobile/WordPress-Android,android,218,218,9eaf958429,9eaf958429,1a254a55c3,2016-01-19T15:10:25Z,95,3622,2,3620,5873.4375,3796.5,4855.010417,2553.5,3,1,2,Java,148158,68,2326
197,https://github.com/wordpress-mobile/WordPress-Android,android,10,10,b3d66235e4,b3d66235e4,3f3b9ad29a,2015-12-15T11:56:02Z,92,3516,2,3514,5790.598985,3714,4753.746193,2536,2,1,1,Java,139902,68,2291
198,https://github.com/xsoh/Etar-Calendar,android,116,116,7b92da25,7b92da25,6663f369,2011-01-18T18:07:30Z,0,0,0,0,372.1125828,1,309.5496689,0,2,1,1,Java,36148,50,821
199,https://github.com/xsoh/Etar-Calendar,android,1098,1098,37960c09,37960c09,f3c1a42f,2017-01-28T18:27:23Z,12,0,0,0,53.77697842,0,42.98561151,0,2,1,1,Java,63050,52,3023
200,https://github.com/xsoh/Etar-Calendar,android,39,39,b21c638c,b21c638c,a044b42e,2013-04-22T19:59:45Z,0,0,0,0,111.2059701,0,69.1641791,0,6,4,2,Java,55951,52,1646
201,https://github.com/CatchChat/Yep,ios,2,2,3e85263e,3e85263e,3aa5e006,2015-10-28T14:42:31Z,0,1,0,1,651.6127451,0,461.1813725,0,2,1,1,Swift,26502,2,227
202,https://github.com/ChatSecure/ChatSecure-iOS,ios,15,205,ef72efc8,00f3ce5a,c8de12d0,2016-02-26T23:59:09Z,22,442,41,401,436.3262032,121,268.3529412,57,127,80,47,Objective-C,23894,7,1664
203,https://github.com/ChatSecure/ChatSecure-iOS,ios,47,761,d7bfe58f,2ac3c377,f2beb44e,2016-12-15T01:27:30Z,27,626,87,539,415.9241379,68,259.537931,38,93,55,38,Objective-C,27199,7,1957
204,https://github.com/ChatSecure/ChatSecure-iOS,ios,20,408,4920c895,e41c91e2,6ea9a173,2015-04-15T00:42:13Z,19,337,12,325,458.8793103,139,293.8318966,66,81,40,41,Objective-C,20448,7,1347
205,https://github.com/ChatSecure/ChatSecure-iOS,ios,8,187,7d61a33b,e6020ade,410231d2,2014-12-10T00:18:09Z,18,281,9,272,453.868,150,299.292,69,14,3,11,Objective-C,20049,7,1221
206,https://github.com/codecombat/codecombat-ios,ios,0,2,c534882,5fe61e1,a19347a,2014-09-01T19:03:59Z,0,36,30,6,80.84848485,0,45.54924242,0,52,7,45,C,30333,2,29
207,https://github.com/codecombat/codecombat-ios,ios,3,8,19c8334,b718578,a5657be,2014-09-05T01:48:00Z,0,36,30,6,80.84848485,0,45.54924242,0,11,4,7,C,30333,2,33
208,https://github.com/colloquy/colloquy,ios,0,0,a53dc104,a53dc104,cf9dcd28,2004-07-27T15:22:16Z,0,0,0,0,1672.840708,15,1450.667509,6,35,11,24,Objective-C,27027,1,520
209,https://github.com/colloquy/colloquy,ios,21,261,3efe87ee,0c004acb,20fa8f6b,2004-06-05T18:40:07Z,0,0,0,0,1672.007509,16,1442.415519,8,15,11,4,Objective-C,22548,1,468
210,https://github.com/colloquy/colloquy,ios,24,24,8fb1e15a,8fb1e15a,4663db32,2003-03-19T01:57:29Z,0,0,0,0,1663.523202,19,1443.167053,10.5,21,9,12,Objective-C,18893,1,24
211,https://github.com/colloquy/colloquy,ios,17,425,2881baaa,b695125b,314a3968,2004-04-23T17:11:32Z,0,0,0,0,1669.852174,17,1436.045963,9,311,169,142,Objective-C,19482,1,425
212,https://github.com/colloquy/colloquy,ios,0,196,2aae7043,02754dee,b78efca0,2004-04-17T03:21:50Z,0,0,0,0,1668.870968,17,1434.765509,9,92,53,39,Objective-C,19118,1,419
213,https://github.com/colloquy/colloquy,ios,0,2317,3efe87ee,c8803ec6,e792b96e,2010-01-21T00:04:29Z,0,2168,311,1857,1653.586139,0,1886.932673,0,5,4,1,Objective-C,170495,1,2524
214,https://github.com/colloquy/colloquy,ios,0,655,c719d9db,e12dfa99,16e7fb20,2010-09-25T22:52:35Z,0,2428,361,2067,1748.212766,0,2011.106383,0,31,18,13,Objective-C,174258,1,2771
215,https://github.com/colloquy/colloquy,ios,10,1795,dda95b09,04f35380,78313b5d,2013-11-13T03:26:33Z,0,3284,463,2821,2068.931373,0,2955.562092,0,22,15,7,Objective-C,210530,1,3916
216,https://github.com/colloquy/colloquy,ios,0,44,4ae7d781,14b397df,94bd7a7e,2005-03-09T03:09:06Z,0,97,3,94,1655.956522,8,1458.250329,4,284,31,253,Objective-C,39961,1,745
217,https://github.com/colloquy/colloquy,ios,24,24,42fc0095,42fc0095,91237267,2003-11-10T02:38:48Z,0,0,0,0,1663.85628,20.5,1478.571256,13,18,4,14,Objective-C,25315,1,260
218,https://github.com/colloquy/colloquy,ios,23,23,79970572,79970572,0a842772,2009-01-27T02:54:13Z,0,1653,204,1449,1586.845324,1.5,1735.406475,1,2,1,1,Objective-C,157436,1,2165
219,https://github.com/colloquy/colloquy,ios,244,1381,c78e49e2,30e51845,a09f634b,2007-08-29T06:47:02Z,0,1289,146,1143,1476.106349,1,1564.561905,0,20,14,6,Objective-C,146265,1,1648
220,https://github.com/colloquy/colloquy,ios,83,165,444d290c,49825964,fa856962,2004-03-01T03:14:08Z,0,0,0,0,1673.173645,19,1445.923645,9.5,24,13,11,Objective-C,21305,1,372
221,https://github.com/colloquy/colloquy,ios,13,13,8de52e54,8de52e54,606894f0,2010-08-07T22:07:23Z,0,2383,351,2032,1723.966457,0,1982.503145,0,8,4,4,Objective-C,174156,1,2722
222,https://github.com/colloquy/colloquy,ios,0,0,9d7103e2,9d7103e2,cfeea1c9,2009-05-05T04:41:22Z,0,1790,239,1551,1611.594096,1,1775.658672,0.5,2,1,1,Objective-C,160943,1,2263
223,https://github.com/colloquy/colloquy,ios,159,577,c71f1575,506f4f92,6b3f1e3b,2010-06-22T00:41:27Z,0,2310,346,1964,1703.871636,0,1958.898551,0,28,9,19,Objective-C,173925,1,2676
224,https://github.com/colloquy/colloquy,ios,4,4,e0032877,e0032877,4ff91c7b,2009-01-09T02:16:14Z,0,1564,189,1375,1588.391771,2,1733.561717,1,2,1,1,Objective-C,156701,1,2147
225,https://github.com/colloquy/colloquy,ios,0,0,f5078d67,f5078d67,491b717b,2008-12-06T21:15:05Z,0,1501,184,1317,1613.381206,2,1735.037234,2,4,4,0,Objective-C,151113,1,2113
226,https://github.com/colloquy/colloquy,ios,3,364,bda72008,ae1452d6,1cdb32e1,2009-07-12T02:38:59Z,0,1864,253,1611,1627.323308,0,1800.644737,0,121,56,65,Objective-C,162774,1,2331
227,https://github.com/colloquy/colloquy,ios,2,2,3b5f42d4,3b5f42d4,7abf3630,2013-01-24T02:28:44Z,0,3113,443,2670,1841.695402,0,2613.387931,0,4,1,3,Objective-C,209108,1,3623
228,https://github.com/colloquy/colloquy,ios,0,0,0bdcec91,0bdcec91,b9cd9a12,2013-01-18T10:08:14Z,0,3106,442,2664,1838.896848,0,2607.578797,0,30,4,26,Objective-C,208773,1,3617
229,https://github.com/colloquy/colloquy,ios,180,1720,c6d0b43d,1278aa30,6d602684,2013-08-18T09:33:05Z,0,3232,457,2775,1997.119497,0,2848.349057,0,34,23,11,Objective-C,210213,1,3829
230,https://github.com/colloquy/colloquy,ios,13,13,2147d064,2147d064,5a9b5c93,2013-02-16T11:31:27Z,0,3127,443,2684,1852.773913,0,2634.286957,0,7,2,5,Objective-C,209699,1,3646
231,https://github.com/colloquy/colloquy,ios,206,206,d1b3bc72,d1b3bc72,570cc294,2010-01-31T17:22:48Z,0,2179,315,1864,1652.94831,0,1889.578529,0,22,11,11,Objective-C,171243,1,2534
232,https://github.com/colloquy/colloquy,ios,0,203,45ca1c8c,50375fcc,22b1a3ba,2005-02-20T07:35:59Z,0,0,0,0,1667.060447,9,1462.345598,5,68,22,46,Objective-C,37256,1,728
233,https://github.com/colloquy/colloquy,ios,765,765,8fb1e15a,8fb1e15a,27dd675a,2005-03-29T06:38:59Z,0,199,11,188,1660.003968,7,1463.222222,4,9,1,8,Objective-C,41501,1,765
234,https://github.com/colloquy/colloquy,ios,0,172,f3d98df6,1e5ca87c,9cf191df,2004-10-25T04:32:07Z,0,0,0,0,1684.449871,11,1465.263496,5.5,125,20,105,Objective-C,30741,1,610
235,https://github.com/colloquy/colloquy,ios,0,0,b10c5fdb,b10c5fdb,d9fa741a,2005-12-19T00:20:38Z,0,686,43,643,1600.318942,4,1424.384401,2.5,3,2,1,Objective-C,50121,1,1030
236,https://github.com/colloquy/colloquy,ios,12,766,8fb1e15a,c639bdfe,da6a5647,2005-03-30T19:17:55Z,0,204,11,193,1660.003968,7,1463.222222,4,119,52,67,Objective-C,41513,1,766
237,https://github.com/colloquy/colloquy,ios,48,48,bf4548a7,bf4548a7,600fe631,2004-02-18T04:16:32Z,0,0,0,0,1670.753071,19,1442.697789,10,4,2,2,Objective-C,21229,1,360
238,https://github.com/colloquy/colloquy,ios,47,722,8fb1e15a,185575a6,d089044d,2005-02-14T04:57:07Z,0,0,0,0,1673.782152,9,1467.703412,5,18,17,1,Objective-C,36485,1,722
239,https://github.com/colloquy/colloquy,ios,74,74,185575a6,185575a6,55c35154,2005-03-13T13:38:22Z,0,118,3,115,1656.154354,8,1459.585752,4,4,2,2,Objective-C,40654,1,749
240,https://github.com/colloquy/colloquy,ios,3,731,8fb1e15a,d55c7a3e,f58a0684,2005-02-24T00:11:38Z,0,6,0,6,1667.060447,9,1462.345598,5,34,20,14,Objective-C,37538,1,732
241,https://github.com/colloquy/colloquy,ios,74,74,185575a6,185575a6,c70a8303,2005-03-13T13:57:25Z,0,118,3,115,1656.154354,8,1459.585752,4,4,1,3,Objective-C,40654,1,749
242,https://github.com/colloquy/colloquy,ios,178,178,f79b972e,f79b972e,b3f0a678,2005-08-11T13:53:39Z,0,547,30,517,1663.643148,5,1462.256445,3,2,1,1,Objective-C,45962,1,900
243,https://github.com/colloquy/colloquy,ios,0,0,d4a89975,d4a89975,8266d509,2005-03-13T12:38:54Z,0,117,3,114,1656.154354,8,1459.585752,4,2,1,1,Objective-C,40654,1,749
244,https://github.com/colloquy/colloquy,ios,25,129,3c3434df,185575a6,cc7fc158,2005-01-23T04:38:39Z,0,0,0,0,1688.244444,9,1478.045752,5,12,8,4,Objective-C,33104,1,700
245,https://github.com/colloquy/colloquy,ios,20,20,e3d5a560,e3d5a560,f3a7ba2f,2005-01-21T03:56:20Z,0,0,0,0,1694.144909,9.5,1479.908616,5,2,1,1,Objective-C,32934,1,698
246,https://github.com/colloquy/colloquy,ios,526,526,185575a6,185575a6,95b16f1b,2006-06-08T05:00:46Z,0,921,72,849,1635.193084,3,1450.099424,2,10,1,9,Objective-C,49434,1,1201
247,https://github.com/colloquy/colloquy,ios,0,306,8fb1e15a,6b5220e2,c2b0c392,2003-12-26T20:04:28Z,0,0,0,0,1665.16545,20,1431.800487,11.5,65,27,38,Objective-C,18512,1,306
248,https://github.com/colloquy/colloquy,ios,246,246,fbe847d0,fbe847d0,e4d13956,2006-06-09T04:35:04Z,0,930,72,858,1635.193084,3,1450.099424,2,13,6,7,Objective-C,49467,1,1202
249,https://github.com/colloquy/colloquy,ios,12,12,45770d06,45770d06,1d2a2fac,2004-04-09T13:06:31Z,0,0,0,0,1670.106568,17,1434.425031,9,21,9,12,Objective-C,17689,1,411
250,https://github.com/colloquy/colloquy,ios,69,430,444d290c,e8899902,9f3f1923,2004-11-21T16:42:04Z,0,0,0,0,1690.140827,10.5,1472.319121,5,22,11,11,Objective-C,30989,1,637
251,https://github.com/colloquy/colloquy,ios,2,3,d66314d3,c951c9a3,9fc3c919,2004-09-20T18:46:36Z,0,0,0,0,1676.537676,13,1456.489144,6,134,30,104,Objective-C,29378,1,575
252,https://github.com/colloquy/colloquy,ios,4,4,c951c9a3,c951c9a3,4bb92aaa,2004-09-21T20:53:56Z,0,0,0,0,1676.537676,13,1456.489144,6,10,2,8,Objective-C,29382,1,576
253,https://github.com/colloquy/colloquy,ios,0,683,1278aa30,7d696a32,0eca5000,2015-01-03T02:37:17Z,0,3450,487,2963,2365.1417,0,3401.149798,0,21,10,11,Objective-C,186367,1,4332
254,https://github.com/colloquy/colloquy,ios,4,174,d66314d3,57f6b135,6701f00d,2005-03-10T05:18:58Z,0,106,3,103,1655.956522,8,1458.250329,4,44,10,34,Objective-C,40092,1,746
255,https://github.com/colloquy/colloquy,ios,241,444,0416953d,185575a6,36d49812,2005-08-27T02:30:11Z,0,565,31,534,1659.741497,5,1460.727891,3,14,4,10,Objective-C,46904,1,916
256,https://github.com/colloquy/colloquy,ios,89,192,d66314d3,185575a6,0e89a1f0,2005-03-28T18:01:28Z,0,195,11,184,1660.003968,7,1463.222222,4,10,2,8,Objective-C,41495,1,764
257,https://github.com/colloquy/colloquy,ios,7,107,9a7ed95b,a8aae415,45770d06,2004-03-28T07:11:15Z,0,0,0,0,1670.555693,17.5,1433.902228,9,211,88,123,Objective-C,23284,1,399
